City;CloseDate;EntityIDRoundID;IndustryCode;Industry Group;Industry Segment;Metropolitan Statistical Area;PrimaryRegion;RoundBusStat;RoundClassDescr;State;Subregion;Deals;Number of Deals;Raised
San Francisco;5/17/2011;6,14E+16;Communications Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Product In Beta Test;First Round;COAH;San Francisco Bay Area;1;1;7.5
Yorba Linda;5/18/2011;6,14E+15;Luxury Goods;Consumer Goods;Personal Goods;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;First Round;COAH;Orange County;1;1;3
Salinas;5/18/2011;3,54E+16;Specialty Foods;Consumer Goods;Food and Beverage;Salinas, COAH;Northern California;Generating Revenue;Later Stage;COAH;;1;1;3.51
San Francisco;5/18/2011;1,14E+16;Consumer Information Services: Other;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;50
Campbell;5/18/2011;53536759819;Email/Messaging;Consumer Services;Consumer Information Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Restart;COAH;San Francisco Bay Area;1;1;0.21
San Diego;5/18/2011;55548760343;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;San Diego-Carlsbad-San Marcos, COAH;Southern California;Clinical Trials - Phase 2;Later Stage;COAH;San Diego Metro;1;1;30
San Mateo;5/18/2011;3,55E+16;Business Applications Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;25
Redwood Shores;5/18/2011;67351759404;Vertical Market Applications Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;13
Tiburon;5/18/2011;6,14E+16;Database Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Startup;Seed Round;COAH;San Francisco Bay Area;1;1;0.9
Fremont;5/19/2011;1,11E+16;Search Portals;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;8
San Diego;5/19/2011;1,04E+16;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;San Diego-Carlsbad-San Marcos, COAH;Southern California;Clinical Trials - Phase 3;Later Stage;COAH;San Diego Metro;1;1;22.62
San Diego;5/19/2011;1,12E+16;Medical Devices and Equipment: TBA;Healthcare;Medical Devices and Equipment;San Diego-Carlsbad-San Marcos, COAH;Southern California;Product Development;Later Stage;COAH;San Diego Metro;1;1;3.5
Mountain View;5/19/2011;6,03E+16;General Purpose Integrated Circuits;Information Technology;Semiconductors;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;6.92
Santa Monica;5/20/2011;6,14E+16;Online Communities;Consumer Services;Consumer Information Services;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Product In Beta Test;First Round;COAH;Los Angeles Metro;1;1;5
Sunnyvale;5/20/2011;1,12E+16;Surgical Devices;Healthcare;Medical Devices and Equipment;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Clinical Trials - Generic;Later Stage;COAH;San Francisco Bay Area;1;1;35.85
San Mateo;5/20/2011;3,60E+16;Pharmaceuticals;Healthcare;Biopharmaceuticals;San Francisco-Oakland-Fremont, COAH;Northern California;Clinical Trials - Phase 1;Later Stage;COAH;San Francisco Bay Area;1;1;2
Monterey;5/20/2011;1,07E+16;Business Applications Software;Information Technology;Software;Salinas, COAH;Northern California;Generating Revenue;Later Stage;COAH;;1;1;1.5
Sunnyvale;5/20/2011;1,15E+16;Power Supplies;Information Technology;Electronics and Computer Hardware;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product Development;Later Stage;COAH;San Francisco Bay Area;1;1;20
San Francisco;5/23/2011;1,14E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;2
Newport Beach;5/23/2011;6,10E+16;Consumer Information Services: TBA;Consumer Services;Consumer Information Services;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Product Development;First Round;COAH;Orange County;1;1;5.5
Burlingame;5/23/2011;6,14E+16;Entertainment;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Profitable;Second Round;COAH;San Francisco Bay Area;1;1;23
Calabasas;5/23/2011;6,14E+15;Movie/Music Producers and Distributors;Consumer Services;Media and Content;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Second Round;COAH;Los Angeles Metro;1;1;10.8
San Carlos;5/23/2011;3,54E+16;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;25.52
Menlo Park;5/24/2011;6,10E+16;Surgical Devices;Healthcare;Medical Devices and Equipment;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;0.5
Newark;5/24/2011;6,14E+16;Fiberoptic Equipment;Information Technology;Communications and Networking;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;Second Round;COAH;San Francisco Bay Area;1;1;5.33
Petaluma;5/25/2011;75375760165;Environmental Engineering/Services;Business and Financial Services;Construction and Civil Engineering;Santa Rosa-Petaluma, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;0.72
San Francisco;5/25/2011;2,30E+16;Travel Arrangement/Tourism;Consumer Services;Travel and Leisure;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Individual;COAH;San Francisco Bay Area;1;1;
San Francisco;5/25/2011;72723759668;General Media/Content;Consumer Services;Media and Content;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;6
Campbell;5/25/2011;6,14E+16;Systems Software;Information Technology;Software;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;7.6
Mountain View;5/25/2011;3,57E+16;Communications Software;Information Technology;Software;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;20
Berkeley;5/25/2011;1,12E+16;Power Supplies;Information Technology;Electronics and Computer Hardware;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;Later Stage;COAH;San Francisco Bay Area;1;1;15.06
San Francisco;5/26/2011;2,29E+16;Business to Business Marketplaces;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;1.2
Walnut Creek;5/26/2011;82081761673;Procurement/Supply Chain;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Profitable;Second Round;COAH;San Francisco Bay Area;1;1;
Santa Rosa;5/26/2011;6,14E+16;Non-Durable Household Goods;Consumer Goods;Household and Office Goods;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;
Redwood City;5/26/2011;1,11E+16;Entertainment;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;85
Hayward;5/26/2011;2,29E+16;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;43.27
San Francisco;5/26/2011;67914759689;Multimedia/Streaming Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Restart;COAH;San Francisco Bay Area;1;1;1
San Francisco;5/26/2011;3,54E+16;Business Applications Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;5
Mountain View;5/26/2011;6,10E+16;Data Storage;Information Technology;Electronics and Computer Hardware;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product In Beta Test;Second Round;COAH;San Francisco Bay Area;1;1;28.44
San Francisco;5/27/2011;6,14E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;San Francisco-Oakland-Fremont, COAH;Northern California;Profitable;Later Stage;COAH;San Francisco Bay Area;1;1;50
Los Angeles;5/27/2011;6,14E+16;Online Communities;Consumer Services;Consumer Information Services;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Product Development;First Round;COAH;Los Angeles Metro;1;1;1
San Francisco;5/27/2011;6,14E+16;Shopping Facilitators;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;7
Sunnyvale;5/27/2011;6,14E+15;Search Portals;Consumer Services;Consumer Information Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product In Beta Test;Second Round;COAH;San Francisco Bay Area;1;1;10.5
Los Angeles;5/27/2011;6,11E+16;Specialty Retailers;Consumer Services;Retailers;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Second Round;COAH;Los Angeles Metro;1;1;0.45
Fremont;5/27/2011;1,82E+16;Electronic Components/Devices;Information Technology;Electronics and Computer Hardware;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;3.5
Santa Clara;5/27/2011;96020760257;General Purpose Integrated Circuits;Information Technology;Semiconductors;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;11
San Francisco;5/27/2011;3,56E+16;Network/Systems Management Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;1.25
Morgan Hill;5/31/2011;56385760238;Application-Specific Integrated Circuits;Information Technology;Semiconductors;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;2
San Francisco;5/31/2011;6,12E+16;Recreational/Home Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Product In Beta Test;Later Stage;COAH;San Francisco Bay Area;1;1;4.5
San Ramon;06/01/2011;6,14E+16;Procurement/Supply Chain;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;
Los Angeles;06/01/2011;6,14E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;First Round;COAH;Los Angeles Metro;1;1;
Menlo Park;06/01/2011;6,14E+16;Customer Relationship Management;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;Seed Round;COAH;San Francisco Bay Area;1;1;0.85
Palo Alto;06/01/2011;6,12E+16;Entertainment;Consumer Services;Consumer Information Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;10.05
San Jose;06/01/2011;95988760914;Integrated Circuit Production;Information Technology;Semiconductors;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;2.6
San Jose;06/01/2011;1,06E+15;Wired Communications Equipment;Information Technology;Communications and Networking;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Restart;COAH;San Francisco Bay Area;1;1;23
Venice;06/02/2011;6,10E+16;Entertainment;Consumer Services;Consumer Information Services;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Second Round;COAH;Los Angeles Metro;1;1;6.95
Burbank;06/02/2011;1,10E+16;Solar Energy;Energy and Utilities;Renewable Energy;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Corporate;COAH;Los Angeles Metro;1;1;
Goleta;06/02/2011;6,06E+16;Renewable Energy: Other;Energy and Utilities;Renewable Energy;Santa Barbara-Santa Maria-Goleta, COAH;Southern California;Generating Revenue;Later Stage;COAH;;1;1;25
Palo Alto;06/02/2011;6,14E+16;Educational/Training Software;Information Technology;Software;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;4
San Francisco;06/03/2011;91493760253;Business to Business Marketplaces;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;17.2
Palo Alto;06/03/2011;6,14E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product In Beta Test;Seed Round;COAH;San Francisco Bay Area;1;1;0.7
Pasadena;06/03/2011;6,05E+14;Online Communities;Consumer Services;Consumer Information Services;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Later Stage;COAH;Los Angeles Metro;1;1;5.6
San Francisco;06/03/2011;6,14E+16;Shopping Facilitators;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Seed Round;COAH;San Francisco Bay Area;1;1;0.75
San Diego;06/03/2011;66052761474;Diagnostic Imaging Equipment;Healthcare;Medical Devices and Equipment;San Diego-Carlsbad-San Marcos, COAH;Southern California;Generating Revenue;Later Stage;COAH;San Diego Metro;1;1;15
South San Francisco;06/06/2011;1,14E+16;Diagnostic Equipment (Not Imaging);Healthcare;Medical Devices and Equipment;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;Later Stage;COAH;San Francisco Bay Area;1;1;31.02
Milpitas;06/06/2011;56498760078;Application-Specific Integrated Circuits;Information Technology;Semiconductors;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;21.4
Palo Alto;06/06/2011;6,10E+16;Network/Systems Management Software;Information Technology;Software;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;20
Milpitas;06/07/2011;6,14E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;0.75
Burlingame;06/07/2011;6,05E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;13
Milpitas;06/07/2011;3,55E+16;Business Support Services: Other;Business and Financial Services;Business Support Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;15
San Jose;06/07/2011;60674760328;Entertainment;Consumer Services;Consumer Information Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;6.5
San Rafael;06/07/2011;99847760202;Entertainment;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;7
