City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Expt,Run,Speed
Cambridge,2/28/2011,6.14E+11,Online Communities,Otro documento agrario,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,VER,Boston Metro,1,1,,,
Billerica,2/28/2011,2.28E+11,Broadcasting,Otro documento agrario,Media and Content,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Second Round,VER,Boston Metro,1,1,,,
Sherman Oaks,2/28/2011,1.83E+11,Movie/Music Producers and Distributors,Otro documento agrario,Media and Content,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Second Round,COAH,Los Angeles Metro,1,1,,,
Los Angeles,2/28/2011,4.70E+11,Household Goods/Services Retailers,Otro documento agrario,Retailers,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Second Round,COAH,Los Angeles Metro,1,1,,,
Los Angeles,2/28/2011,6.12E+11,Entertainment,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Startup,Seed Round,COAH,Los Angeles Metro,1,1,,,
Fremont,2/28/2011,6.11E+11,Drug Development Technologies,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, COAH",Northern California,Pre-Clinical Trials,First Round,COAH,San Francisco Bay Area,1,1,,,
Research Triangle Park,2/28/2011,59403754701,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"Durham-Chapel Hill, NC",South East,Generating Revenue,First Round,NC,,1,1,,,
Bellevue,2/28/2011,1.14E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,Individual,WA,Seattle Metro,1,1,,,
Bedminster,2/28/2011,3.60E+11,Pharmaceuticals,Healthcare,Biopharmaceuticals,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Clinical Trials - Phase 3,Second Round,GRO,New York Metro,1,1,,,
Ithaca,2/28/2011,67715753692,Materials and Chemicals: Other,Industrial Goods and Materials,Materials and Chemicals,"Ithaca, NY",Mid-Atlantic,Generating Revenue,Individual,CHIS,,1,1,,,
Dallas,2/28/2011,2.29E+11,Internet Service Providers,Certificado de Ejido,Communications and Networking,"Dallas-Fort Worth-Arlington, TX",South Central,Product Development,First Round,TX,Dallas-Fort Worth,1,1,,,
Chicago,2/28/2011,64135757686,Business Applications Software,Certificado de Ejido,Software,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,NAY,Chicago Metro,1,1,,,
Salt Lake City,2/28/2011,64551753655,Consumer Electronics,Certificado de Ejido,Electronics and Computer Hardware,"Salt Lake City, UT",Mountain,Generating Revenue,Later Stage,UT,,1,1,,,
Novato,2/28/2011,63149754896,Communications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Redwood City,2/28/2011,63343754501,Communications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Profitable,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Atlanta,2/28/2011,64378754539,Vertical Market Applications Software,Certificado de Ejido,Software,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Profitable,Later Stage,ZAC,,1,1,,,
San Francisco,2/28/2011,6.07E+11,Database Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Second Round,COAH,San Francisco Bay Area,1,1,,,
New York,03/01/2011,6.12E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,First Round,CHIS,New York Metro,1,1,,,
Boise,03/01/2011,6.12E+11,Titulo de solar,Certificado de Dominio Pleno,Certificado Parcelario,"Boise City-Nampa, AGS",Mountain,Generating Revenue,Later Stage,AGS,,1,1,,,
New York,03/01/2011,6.09E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Second Round,CHIS,New York Metro,1,1,,,
Redwood City,03/01/2011,1.13E+11,Business to Business Marketplaces,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Mountain View,03/01/2011,87934757897,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Colton,03/01/2011,6.12E+11,Non-Alcoholic Beverages,Consumer Goods,Food and Beverage,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Later Stage,COAH,Los Angeles Metro,1,1,,,
New York,03/01/2011,6.13E+11,Transportation Services,Otro documento agrario,Travel and Leisure,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,CHIS,New York Metro,1,1,,,
New York,03/01/2011,1.11E+11,Travel Arrangement/Tourism,Otro documento agrario,Travel and Leisure,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Startup,First Round,CHIS,New York Metro,1,1,,,
Auburn,03/01/2011,6.13E+11,Retailers: Other,Otro documento agrario,Retailers,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,First Round,WA,Seattle Metro,1,1,,,
Brooklyn,03/01/2011,6.12E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Profitable,Later Stage,CHIS,New York Metro,1,1,,,
Edison,03/01/2011,76570755224,Health Media/Content,Otro documento agrario,Media and Content,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Profitable,Later Stage,GRO,New York Metro,1,1,,,
La Jolla,03/01/2011,6.12E+11,Email/Messaging,Otro documento agrario,Consumer Information Services,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Generating Revenue,Second Round,COAH,San Diego Metro,1,1,,,
West Lebanon,03/01/2011,3.57E+11,Renewable Energy: Other,Certificado de Comunidad,Renewable Energy,"Manchester-Nashua, NH",New England,Product Development,Second Round,TAB,,1,1,,,
Menlo Park,03/01/2011,6.12E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Menlo Park,03/01/2011,6.14E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Fremont,03/01/2011,6.12E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Princeton,03/01/2011,87927758040,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Trenton-Ewing, NJ",Mid-Atlantic,Clinical Trials - Phase 2,Later Stage,GRO,New York Metro,1,1,,,
Wyomissing,03/01/2011,1.13E+11,Medical Supplies,Healthcare,Medical Devices and Equipment,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Later Stage,PA,,1,1,,,
Boulder,03/01/2011,89683758208,Pharmaceuticals,Healthcare,Biopharmaceuticals,"Boulder, BCS",Mountain,Generating Revenue,Later Stage,BCS,,1,1,,,
Sunnyvale,03/01/2011,1.01E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Diego,03/01/2011,72497753443,Basic Chemicals,Industrial Goods and Materials,Materials and Chemicals,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Generating Revenue,Later Stage,COAH,San Diego Metro,1,1,,,
Scranton,03/01/2011,86605757485,Materials and Chemicals: Other,Industrial Goods and Materials,Materials and Chemicals,"Scranton--Wilkes-Barre, PA",Mid-Atlantic,Generating Revenue,Second Round,PA,,1,1,,,
Cupertino,03/01/2011,6.13E+11,Network/Systems Management Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Startup,First Round,COAH,San Francisco Bay Area,1,1,,,
New York,03/01/2011,1.83E+11,Communications Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,GRO,New York Metro,1,1,,,
New York,03/01/2011,6.12E+11,Communications Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Seed Round,CHIS,New York Metro,1,1,,,
Glen Allen,03/02/2011,96609755003,Search Portals,Otro documento agrario,Consumer Information Services,"Richmond, VA",Mid-Atlantic,Generating Revenue,Later Stage,VA,,1,1,,,
Langhorne,03/02/2011,1.06E+11,Pharmaceuticals,Healthcare,Biopharmaceuticals,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Later Stage,PA,,1,1,,,
Newark,03/02/2011,6.05E+11,Power Supplies,Certificado de Ejido,Electronics and Computer Hardware,"San Francisco-Oakland-Fremont, COAH",Northern California,Startup,First Round,COAH,San Francisco Bay Area,1,1,,,
Madison,03/02/2011,55060754622,Fiberoptic Equipment,Certificado de Ejido,Communications and Networking,"Madison, WI",Midwest East,Generating Revenue,Later Stage,WI,,1,1,,,
Bellevue,03/03/2011,6.12E+11,IT Consulting,Certificado de Dominio Pleno,Certificado Parcelario,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,First Round,WA,Seattle Metro,1,1,,,
Centennial,03/03/2011,6.06E+11,Lending,Certificado de Dominio Pleno,Financial Institutions and Services,"Denver-Aurora-Broomfield, BCS",Mountain,Generating Revenue,Second Round,BCS,,1,1,,,
New York,03/03/2011,6.12E+11,Certificado Parcelario: Other,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Startup,Seed Round,CHIS,New York Metro,1,1,,,
Orem,03/03/2011,6.13E+11,Commercial Vehicles,Consumer Goods,Vehicles and Parts,"Provo-Orem, UT",Mountain,Product Development,First Round,UT,,1,1,,,
Boulder,03/03/2011,6.12E+11,Consumer Information Services: Other,Otro documento agrario,Consumer Information Services,"Boulder, BCS",Mountain,Generating Revenue,First Round,BCS,,1,1,,,
Redwood City,03/03/2011,71162754773,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Sunnyvale,03/03/2011,76787755226,Solar Energy,Certificado de Comunidad,Renewable Energy,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Restart,COAH,San Francisco Bay Area,1,1,,,
Addison,03/03/2011,6.10E+11,Oil/Gas Exploration and Production,Certificado de Comunidad,Non-Renewable Energy,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,Second Round,TX,Dallas-Fort Worth,1,1,,,
Menlo Park,03/03/2011,1.14E+11,Basic Chemicals,Industrial Goods and Materials,Materials and Chemicals,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Norwalk,03/03/2011,6.12E+11,Recreational/Home Software,Certificado de Ejido,Software,"Bridgeport-Stamford-Norwalk, NL",Mid-Atlantic,Generating Revenue,First Round,NL,New York Metro,1,1,,,
Santa Monica,03/03/2011,78891757757,Multimedia/Streaming Software,Certificado de Ejido,Software,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Later Stage,COAH,Los Angeles Metro,1,1,,,
Pittsburgh,03/03/2011,3.59E+11,Vertical Market Applications Software,Certificado de Ejido,Software,"Pittsburgh, PA",Mid-Atlantic,Generating Revenue,Second Round,PA,,1,1,,,
Bellevue,03/04/2011,3.56E+11,Payment/Transactional Processing,Certificado de Dominio Pleno,Financial Institutions and Services,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,WA,Seattle Metro,1,1,,,
Scotts Valley,03/04/2011,1.83E+11,Recreational/Sports Vehicles,Consumer Goods,Vehicles and Parts,"Santa Cruz-Watsonville, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
New York,03/04/2011,3.55E+11,Educational/Training Media and Services,Otro documento agrario,Media and Content,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Later Stage,CHIS,New York Metro,1,1,,,
San Francisco,03/04/2011,1.04E+11,Online Communities,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Plymouth,03/04/2011,81529755743,Pharmaceuticals,Healthcare,Biopharmaceuticals,"Detroit-Warren-Livonia, MI",Midwest East,Pre-Clinical Trials,Corporate,MEX,,1,1,,,
San Francisco,03/04/2011,6.12E+11,Pharmaceuticals,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Redwood City,03/04/2011,84951755225,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Jose,03/04/2011,77433754980,Integrated Circuit Production,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Cambridge,03/05/2011,72452758305,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Clinical Trials - Phase 2,Restart,VER,Boston Metro,1,1,,,
San Francisco,03/07/2011,3.59E+11,Online Communities,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Saint Paul,03/07/2011,1.14E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest Central,Pre-Clinical Trials,Later Stage,MN,,1,1,,,
Saint Paul,03/07/2011,1.14E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest Central,Pre-Clinical Trials,Unclassified,MN,,1,1,,,
Reston,03/07/2011,6.12E+11,Business Applications Software,Certificado de Ejido,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,First Round,VA,Potomac,1,1,,,
Santa Clara,03/07/2011,94276754863,Communications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Atlanta,03/07/2011,3.57E+11,Wireless Telecommunications Service Providers,Certificado de Ejido,Communications and Networking,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Generating Revenue,Second Round,ZAC,,1,1,,,
Bellevue,03/08/2011,1.03E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,WA,Seattle Metro,1,1,,,
Boca Raton,03/08/2011,68047754916,Lending,Certificado de Dominio Pleno,Financial Institutions and Services,"Miami-Fort Lauderdale-Pompano Beach, TAM",South East,Generating Revenue,Restart,TAM,,1,1,,,
Chicago,03/08/2011,6.12E+11,Financial Institutions and Services: Other,Certificado de Dominio Pleno,Financial Institutions and Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Startup,Seed Round,NAY,Chicago Metro,1,1,,,
New York,03/08/2011,6.06E+11,Entertainment,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Corporate,CHIS,New York Metro,1,1,,,
Baltimore,03/08/2011,1.12E+11,Entertainment,Otro documento agrario,Consumer Information Services,"Baltimore-Towson, MD",Mid-Atlantic,Generating Revenue,Later Stage,TLX,Potomac,1,1,,,
Worcester,03/08/2011,6.12E+11,Drug Development Technologies,Healthcare,Biopharmaceuticals,"Worcester, MA",New England,Generating Revenue,First Round,VER,,1,1,,,
Philadelphia,03/08/2011,75620755342,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Product Development,Later Stage,PA,,1,1,,,
Littleton,03/08/2011,98068755341,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Later Stage,VER,Boston Metro,1,1,,,
Hollywood,03/08/2011,6.12E+11,Wired Telecommunications Service Providers,Certificado de Ejido,Communications and Networking,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Product Development,First Round,COAH,Los Angeles Metro,1,1,,,
Los Gatos,03/08/2011,1.14E+11,Business Applications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Boston,03/08/2011,3.57E+11,Communications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Second Round,VER,Boston Metro,1,1,,,
Deerfield,03/09/2011,6.13E+11,Human Resources/Recruitment,Certificado de Dominio Pleno,Certificado Parcelario,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Profitable,First Round,NAY,Chicago Metro,1,1,,,
Boston,03/09/2011,6.10E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,VER,Boston Metro,1,1,,,
